EPI_ISL_501619;1209,1237;
EPI_ISL_510773;556,512;1629,1634;1628,1629;1916,2060;2058,1916;512,558;
EPI_ISL_510774;1916,2060;2058,1916;556,512;512,558;
EPI_ISL_443467;1450,1451;1448,1449;1451,1461;1449,1450;
EPI_ISL_568958;1866,1943;1943,2093;
EPI_ISL_510778;1566,1569;1565,1566;
EPI_ISL_510780;1916,2060;2058,1916;556,512;512,558;
EPI_ISL_625623;1123,982;982,1125;
EPI_ISL_510781;1916,2060;2058,1916;556,512;512,558;
EPI_ISL_568961;1866,1943;1943,2093;
EPI_ISL_568962;1866,1943;1943,2093;
EPI_ISL_625627;1123,982;982,1125;
EPI_ISL_625628;274,244;244,276;
EPI_ISL_510788;556,512;512,558;
EPI_ISL_443481;437,440;435,437;
EPI_ISL_443488;437,440;435,437;
EPI_ISL_510795;556,512;512,558;
EPI_ISL_443491;1866,1943;1943,2093;
EPI_ISL_510798;165,58;58,167;
EPI_ISL_510800;868,1153;1151,868;
EPI_ISL_510802;2086,1925;1925,2087;
EPI_ISL_443496;437,440;435,437;
EPI_ISL_625642;1363,1050;1050,1365;
EPI_ISL_510813;285,213;213,287;
EPI_ISL_510814;285,213;213,287;
EPI_ISL_625648;1363,1050;1050,1365;
EPI_ISL_568989;1847,2031;2088,1847;1526,1551;1549,1526;
EPI_ISL_625649;1363,1050;1050,1365;
EPI_ISL_443512;211,322;320,211;
EPI_ISL_625650;1363,1050;1050,1365;
EPI_ISL_625651;979,1338;1860,1861;1336,979;1861,1999;
EPI_ISL_625652;1363,1050;1050,1365;
EPI_ISL_568992;1323,1033;1033,1325;
EPI_ISL_625653;1590,1615;1613,1590;
EPI_ISL_625654;1363,1050;1050,1365;
EPI_ISL_625655;1363,1050;1050,1365;
EPI_ISL_510823;142,99;99,144;
EPI_ISL_625656;1363,1050;1050,1365;
EPI_ISL_443521;2034,1978;1978,2036;
EPI_ISL_625657;1363,1050;1050,1365;
EPI_ISL_510826;2088,1927;1927,2031;1498,1486;1486,1500;
EPI_ISL_510827;2088,1927;1927,2031;1498,1486;1486,1500;
EPI_ISL_443524;437,440;435,437;
EPI_ISL_625659;979,1338;1860,1861;1336,979;1861,1999;
EPI_ISL_510831;1396,877;677,785;785,859;1401,677;859,860;1943,2093;860,697;1866,1943;877,1398;
EPI_ISL_569004;1877,2062;2060,1877;
EPI_ISL_510836;2088,1927;1927,2031;1498,1486;1486,1500;
EPI_ISL_443534;78,132;130,78;
EPI_ISL_625666;1624,1628;1622,1624;
EPI_ISL_443537;437,440;435,437;
EPI_ISL_443538;1988,1848;1848,1860;
EPI_ISL_443539;2092,2113;
EPI_ISL_625673;1445,1448;1443,1445;
EPI_ISL_443542;2080,2103;
EPI_ISL_625674;1445,1448;1443,1445;
EPI_ISL_443543;2080,2103;
EPI_ISL_510845;318,212;212,320;
EPI_ISL_625675;1445,1448;1443,1445;
EPI_ISL_625676;1445,1448;1443,1445;
EPI_ISL_569015;1123,982;292,232;232,294;982,1125;
EPI_ISL_625677;1445,1448;1443,1445;
EPI_ISL_625678;1445,1448;1443,1445;
EPI_ISL_625679;1445,1448;1443,1445;
EPI_ISL_625680;1445,1448;1443,1445;
EPI_ISL_443549;437,440;435,437;
EPI_ISL_625681;1445,1448;1443,1445;
EPI_ISL_443550;437,440;435,437;
EPI_ISL_625682;1445,1448;1443,1445;
EPI_ISL_569022;1123,982;292,232;232,294;982,1125;
EPI_ISL_443554;437,440;435,437;
EPI_ISL_569024;667,668;668,1252;
EPI_ISL_625686;451,452;452,455;
EPI_ISL_443558;211,322;320,211;
EPI_ISL_625688;360,327;327,362;
EPI_ISL_443560;241,298;216,241;
EPI_ISL_625691;360,327;327,362;
EPI_ISL_510865;126,26;26,128;
EPI_ISL_510867;1612,1571;1571,1614;
EPI_ISL_569036;146,74;74,148;
EPI_ISL_443572;437,440;435,437;
EPI_ISL_625700;1173,980;980,1175;
EPI_ISL_625701;451,452;452,455;
EPI_ISL_625702;451,452;452,455;
EPI_ISL_510877;1178,827;827,1180;
EPI_ISL_625704;1237,719;232,294;1488,1501;292,232;1499,1488;719,1239;
EPI_ISL_625705;1237,719;232,294;1488,1501;292,232;1499,1488;719,1239;
EPI_ISL_510881;126,26;26,128;
EPI_ISL_625708;2076,2080;
EPI_ISL_443585;437,440;435,437;
EPI_ISL_569048;667,668;668,1252;
EPI_ISL_625712;1988,1848;1848,1860;
EPI_ISL_569053;146,74;74,148;
EPI_ISL_569054;1852,2049;2047,1852;
EPI_ISL_625713;1988,1848;1848,1860;
EPI_ISL_569055;1240,730;730,1242;
EPI_ISL_569056;667,668;668,1252;
EPI_ISL_625715;2076,2078;54,140;110,54;
EPI_ISL_443596;158,8;8,160;
EPI_ISL_625717;2076,2078;
EPI_ISL_569059;667,668;668,1252;
EPI_ISL_569060;1852,2049;2047,1852;
EPI_ISL_625718;2076,2078;
EPI_ISL_625719;2076,2078;
EPI_ISL_569062;146,74;74,148;
EPI_ISL_625720;2076,2078;
EPI_ISL_625721;2076,2078;
EPI_ISL_625722;2076,2078;
EPI_ISL_625725;2076,2078;
EPI_ISL_443609;1150,966;966,1152;
EPI_ISL_569070;667,668;668,1252;
EPI_ISL_569071;134,101;101,136;
EPI_ISL_443611;437,440;435,437;
EPI_ISL_569072;667,668;668,1252;
EPI_ISL_443615;437,440;435,437;
EPI_ISL_625731;2076,2078;
EPI_ISL_625733;1988,1848;1848,1860;
EPI_ISL_443621;437,440;435,437;
EPI_ISL_625734;1988,1848;1848,1860;
EPI_ISL_625735;1988,1848;1848,1860;
EPI_ISL_625736;1988,1848;1848,1860;
EPI_ISL_569082;667,668;668,1252;
EPI_ISL_443626;437,440;435,437;
EPI_ISL_569084;667,668;668,1252;
EPI_ISL_443635;435,437;1599,1602;437,440;1615,1599;
EPI_ISL_569091;616,1112;1110,616;
EPI_ISL_625744;1173,980;980,1175;
EPI_ISL_569092;616,1112;1110,616;
EPI_ISL_625746;1639,1645;1636,1639;
EPI_ISL_443640;437,440;435,437;
EPI_ISL_625747;150,70;70,152;
EPI_ISL_569095;667,668;668,1252;
EPI_ISL_569096;667,668;668,1252;
EPI_ISL_625749;451,452;452,455;
EPI_ISL_625750;2076,2078;
EPI_ISL_625751;1877,2062;2060,1877;
EPI_ISL_569100;667,668;668,1252;
EPI_ISL_443646;1229,795;795,1231;
EPI_ISL_510935;1988,1848;1848,1860;
EPI_ISL_443648;1999,1845;1845,1961;
EPI_ISL_569103;146,74;74,148;
EPI_ISL_625754;2076,2078;
EPI_ISL_625755;1988,1848;1848,1860;
EPI_ISL_625756;1866,1943;1943,2093;
EPI_ISL_569106;1988,1932;616,1112;1932,1860;1110,616;
EPI_ISL_443653;435,437;1599,1602;437,440;1615,1599;
EPI_ISL_625757;1988,1848;1848,1860;
EPI_ISL_625758;1988,1848;1848,1860;
EPI_ISL_625759;1988,1848;1848,1860;
EPI_ISL_569109;667,668;666,667;668,1252;1249,666;
EPI_ISL_510945;1340,804;804,1342;
EPI_ISL_625760;1988,1848;1848,1860;
EPI_ISL_569110;1833,2091;2031,1833;
EPI_ISL_443658;437,440;435,437;
EPI_ISL_569111;667,668;668,1252;
EPI_ISL_625761;1988,1848;1848,1860;
EPI_ISL_443659;437,440;435,437;
EPI_ISL_625762;1988,1848;1848,1860;
EPI_ISL_625763;1988,1848;1848,1860;
EPI_ISL_625764;1988,1848;1848,1860;
EPI_ISL_569115;129,11;11,131;
EPI_ISL_625765;1988,1848;1848,1860;
EPI_ISL_569116;667,668;668,1252;
EPI_ISL_569117;667,668;668,1252;
EPI_ISL_625766;1988,1848;1848,1860;
EPI_ISL_443666;435,437;1534,1542;437,440;1540,1534;
EPI_ISL_569118;1866,1943;1943,2093;
EPI_ISL_625767;1988,1848;1848,1860;
EPI_ISL_569119;667,668;668,1252;
EPI_ISL_625768;1988,1848;1848,1860;
EPI_ISL_625769;1988,1848;1848,1860;
EPI_ISL_625770;1988,1848;1848,1860;
EPI_ISL_443672;1866,1943;1943,2093;
EPI_ISL_625771;1988,1848;1848,1860;
EPI_ISL_625772;1988,1848;1848,1860;
EPI_ISL_569125;667,668;668,1252;
EPI_ISL_569126;667,668;668,1252;
EPI_ISL_510962;610,1112;1110,610;
EPI_ISL_443676;385,386;386,389;
EPI_ISL_625774;1988,1848;1848,1860;
EPI_ISL_569128;667,668;668,1252;
EPI_ISL_510964;437,440;435,437;
EPI_ISL_443678;1566,1569;1565,1566;
EPI_ISL_510965;437,440;435,437;
EPI_ISL_569129;616,1112;1110,616;
EPI_ISL_510967;2038,1836;1836,2040;
EPI_ISL_569132;146,74;74,148;
EPI_ISL_625778;1988,1848;1848,1860;
EPI_ISL_443683;211,322;320,211;
EPI_ISL_510971;139,63;63,141;
EPI_ISL_625779;1766,1768;1764,1766;
EPI_ISL_569134;616,1112;1110,616;
EPI_ISL_443685;1988,1848;1848,1860;
EPI_ISL_510972;1156,889;889,1069;
EPI_ISL_625780;1988,1848;1848,1860;
EPI_ISL_569135;1866,1943;1943,2093;
EPI_ISL_625781;581,474;474,583;
EPI_ISL_569136;146,74;74,148;
EPI_ISL_443687;437,440;435,437;
EPI_ISL_510974;2038,1836;1836,2040;
EPI_ISL_510975;2038,1836;1836,2040;
EPI_ISL_443690;437,440;435,437;
EPI_ISL_625784;1988,1848;1848,1860;
EPI_ISL_625785;1988,1848;1848,1860;
EPI_ISL_569141;667,668;668,1252;
EPI_ISL_510979;2038,1836;1836,2040;
EPI_ISL_625786;1106,1056;1988,1848;1056,1108;1848,1860;
EPI_ISL_625787;1988,1848;1848,1860;
EPI_ISL_569143;667,668;668,1252;
EPI_ISL_625788;1988,1848;1848,1860;
EPI_ISL_569144;667,668;668,1252;
EPI_ISL_625789;1988,1848;1848,1860;
EPI_ISL_510984;2038,1836;1836,2040;
EPI_ISL_625790;1988,1848;1848,1860;
EPI_ISL_510985;2038,1836;1836,2040;
EPI_ISL_569147;1550,1523;1523,1552;
EPI_ISL_510986;186,316;314,186;
EPI_ISL_625791;1988,1848;1848,1860;
EPI_ISL_510987;2038,1836;1836,2040;
EPI_ISL_443702;437,440;435,437;
EPI_ISL_625792;1988,1848;1848,1860;
EPI_ISL_625793;1988,1848;1848,1860;
EPI_ISL_625794;1988,1848;1848,1860;
EPI_ISL_443705;437,440;435,437;
EPI_ISL_569152;667,668;668,1252;
EPI_ISL_625795;1988,1848;1848,1860;
EPI_ISL_625796;1988,1848;1848,1860;
EPI_ISL_625797;1988,1848;1848,1860;
EPI_ISL_443709;1686,1649;437,440;435,437;1649,1688;
EPI_ISL_625798;1106,1056;1988,1848;1056,1108;1848,1860;
EPI_ISL_625799;1988,1848;1848,1860;
EPI_ISL_625800;285,213;1988,1848;213,287;1848,1860;
EPI_ISL_443712;437,440;435,437;
EPI_ISL_625801;314,186;50,169;186,316;1988,1848;1848,1860;167,50;
EPI_ISL_443713;437,440;435,437;
EPI_ISL_625802;1988,1848;1848,1860;
EPI_ISL_625803;1988,1848;1848,1860;
EPI_ISL_625804;1988,1848;1848,1860;
EPI_ISL_443716;437,440;435,437;
EPI_ISL_625805;1988,1848;1848,1860;
EPI_ISL_625806;1988,1848;1848,1860;
EPI_ISL_625807;1988,1848;1848,1860;
EPI_ISL_625808;1686,1649;1481,1497;1480,1481;1649,1688;
EPI_ISL_443720;437,440;435,437;
EPI_ISL_625809;1988,1848;1848,1860;
EPI_ISL_625810;1988,1848;1848,1860;
EPI_ISL_443723;437,440;435,437;
EPI_ISL_569169;1852,2049;1512,1541;1539,1512;2047,1852;
EPI_ISL_569170;667,668;668,1252;
EPI_ISL_625812;1988,1848;1848,1860;
EPI_ISL_569171;117,171;169,117;
EPI_ISL_443727;2093,2109;
EPI_ISL_625813;1988,1848;1848,1860;
EPI_ISL_625814;1988,1848;1848,1860;
EPI_ISL_443730;1988,1848;1848,1860;
EPI_ISL_625816;1988,1848;1848,1860;
EPI_ISL_443732;437,440;435,437;
EPI_ISL_625817;1988,1848;1848,1860;
EPI_ISL_511015;2041,1921;1921,2043;
EPI_ISL_569177;667,668;668,1252;
EPI_ISL_625818;1988,1848;1848,1860;
EPI_ISL_625819;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_625820;1988,1848;1848,1860;
EPI_ISL_443737;437,440;435,437;
EPI_ISL_625821;1988,1848;1848,1860;
EPI_ISL_625822;1988,1848;1848,1860;
EPI_ISL_443739;437,440;435,437;
EPI_ISL_625823;1988,1848;1848,1860;
EPI_ISL_443740;437,440;435,437;
EPI_ISL_569183;667,668;668,1252;
EPI_ISL_511022;437,440;435,437;
EPI_ISL_625824;1988,1848;1848,1860;
EPI_ISL_443742;437,440;435,437;
EPI_ISL_625825;1988,1848;1848,1860;
EPI_ISL_625826;1988,1848;1848,1860;
EPI_ISL_625827;1988,1848;1848,1860;
EPI_ISL_569188;667,668;668,1252;
EPI_ISL_625828;1988,1848;1848,1860;
EPI_ISL_625829;1988,1848;1848,1860;
EPI_ISL_569190;667,668;668,1252;
EPI_ISL_625830;1988,1848;1848,1860;
EPI_ISL_625831;1988,1848;1848,1860;
EPI_ISL_569192;667,668;668,1252;
EPI_ISL_569193;667,668;668,1252;
EPI_ISL_625832;1988,1848;1848,1860;
EPI_ISL_569194;667,668;668,1252;
EPI_ISL_625833;1988,1848;1848,1860;
EPI_ISL_443754;437,440;435,437;
EPI_ISL_569196;667,668;668,1252;
EPI_ISL_625834;1988,1848;1848,1860;
EPI_ISL_625835;1988,1848;1848,1860;
EPI_ISL_511037;437,440;435,437;
EPI_ISL_443758;437,440;435,437;
EPI_ISL_625836;1988,1848;1848,1860;
EPI_ISL_625837;1848,1860;854,1108;1988,1848;1106,854;
EPI_ISL_625838;1988,1848;1848,1860;
EPI_ISL_511041;1988,1848;1848,1860;
EPI_ISL_625839;1988,1848;1848,1860;
EPI_ISL_569202;1842,2055;1903,1842;
EPI_ISL_625841;146,74;74,148;
EPI_ISL_569205;667,668;668,1252;
EPI_ISL_443767;437,440;435,437;
EPI_ISL_625843;451,452;452,455;
EPI_ISL_443769;437,440;435,437;
EPI_ISL_625845;2075,2098;
EPI_ISL_443770;437,440;435,437;
EPI_ISL_569210;667,668;668,1252;
EPI_ISL_625847;1877,2062;2060,1877;
EPI_ISL_511050;437,440;435,437;
EPI_ISL_443773;437,440;435,437;
EPI_ISL_625848;2073,2075;
EPI_ISL_569213;1298,956;956,1300;
EPI_ISL_625849;847,1347;845,846;1342,845;846,847;
EPI_ISL_443776;437,440;435,437;
EPI_ISL_569215;146,74;74,148;
EPI_ISL_625851;1493,1502;2085,2096;1500,1493;
EPI_ISL_443778;437,440;435,437;
EPI_ISL_625852;1493,1502;2085,2096;1500,1493;
EPI_ISL_625853;2076,2078;
EPI_ISL_511059;351,341;341,353;
EPI_ISL_625854;2076,2078;
EPI_ISL_625855;2076,2078;
EPI_ISL_625856;2076,2078;
EPI_ISL_625858;2076,2078;
EPI_ISL_443788;437,440;435,437;
EPI_ISL_569224;146,74;74,148;
EPI_ISL_625859;2076,2078;
EPI_ISL_625860;2076,2078;
EPI_ISL_625861;2076,2078;
EPI_ISL_443793;437,440;435,437;
EPI_ISL_625862;2076,2078;
EPI_ISL_625863;2076,2078;
EPI_ISL_625864;2076,2078;
EPI_ISL_569230;1842,2055;1903,1842;
EPI_ISL_625865;2076,2078;
EPI_ISL_443798;437,440;435,437;
EPI_ISL_625866;1866,1943;1943,2093;
EPI_ISL_569233;1686,1649;1649,1688;
EPI_ISL_625867;2090,2099;
EPI_ISL_511077;1988,1848;1848,1860;
EPI_ISL_625868;2090,2099;
EPI_ISL_511078;1988,1848;1848,1860;
EPI_ISL_569235;667,668;668,1252;
EPI_ISL_511079;1988,1848;1848,1860;
EPI_ISL_625869;2090,2099;
EPI_ISL_625870;2090,2099;
EPI_ISL_443806;1988,1848;1848,1860;
EPI_ISL_625871;2090,2099;
EPI_ISL_625876;889,1069;1156,889;327,362;360,327;1943,2093;1866,1943;
EPI_ISL_443813;437,440;435,437;
EPI_ISL_625879;360,327;327,362;
EPI_ISL_625880;451,452;452,455;
EPI_ISL_443817;437,440;435,437;
EPI_ISL_625881;451,452;452,455;
EPI_ISL_625882;451,452;452,455;
EPI_ISL_511094;1882,2065;2063,1882;
EPI_ISL_625883;451,452;452,455;
EPI_ISL_511095;437,440;435,437;
EPI_ISL_625884;451,452;452,455;
EPI_ISL_443823;437,440;435,437;
EPI_ISL_625887;2076,2078;54,140;110,54;
EPI_ISL_511100;1123,982;982,1125;
EPI_ISL_625888;2076,2078;54,140;110,54;
EPI_ISL_625889;1988,1848;1848,1860;
EPI_ISL_569257;1526,1551;1549,1526;
EPI_ISL_511105;437,440;435,437;
EPI_ISL_511106;437,440;435,437;
EPI_ISL_569259;726,1358;1356,726;
EPI_ISL_443833;437,440;435,437;
EPI_ISL_443845;437,440;435,437;
EPI_ISL_443847;1156,889;889,1069;
EPI_ISL_625904;126,26;26,128;
EPI_ISL_443850;2038,1836;1836,2040;
EPI_ISL_569275;1548,1515;1515,1550;
EPI_ISL_443854;1852,2049;2047,1852;437,440;435,437;
EPI_ISL_625908;1173,980;980,1175;
EPI_ISL_625912;1173,980;980,1175;
EPI_ISL_569284;777,1261;1259,777;
EPI_ISL_569288;1600,1606;1604,1600;
EPI_ISL_511142;1985,2091;2031,1985;
EPI_ISL_511144;211,322;320,211;
EPI_ISL_443878;437,440;435,437;
EPI_ISL_625926;1173,980;980,1175;
EPI_ISL_443881;437,440;435,437;
EPI_ISL_569301;1481,1497;1480,1481;
EPI_ISL_443882;437,440;435,437;
EPI_ISL_625929;1905,2082;2080,1905;
EPI_ISL_443885;437,440;435,437;
EPI_ISL_625935;1173,980;980,1175;
EPI_ISL_625938;2076,2078;
EPI_ISL_511165;1600,1606;1604,1600;
EPI_ISL_625940;241,298;216,241;
EPI_ISL_625941;1988,1848;1848,1860;
EPI_ISL_569316;437,440;435,437;
EPI_ISL_625944;2076,2078;258,284;282,258;
EPI_ISL_569318;437,440;435,437;
EPI_ISL_625947;1159,714;714,1161;
EPI_ISL_625949;1123,982;982,1125;
EPI_ISL_443909;1988,1848;1848,1860;
EPI_ISL_443910;277,189;189,279;
EPI_ISL_625951;1988,1848;1848,1860;
EPI_ISL_625952;451,452;452,455;
EPI_ISL_569330;277,189;189,279;
EPI_ISL_625959;1194,992;992,1196;
EPI_ISL_511189;437,440;435,437;
EPI_ISL_443922;2090,1865;1865,1866;
EPI_ISL_625961;1988,1848;1848,1860;
EPI_ISL_625963;1988,1848;1848,1860;
EPI_ISL_443928;437,440;435,437;
EPI_ISL_569339;1041,1143;1141,1041;
EPI_ISL_569341;1526,1551;1549,1526;
EPI_ISL_625967;451,452;452,455;
EPI_ISL_625968;2076,2078;
EPI_ISL_569343;1323,1033;1033,1325;
EPI_ISL_443935;437,440;435,437;
EPI_ISL_443936;1877,2062;2060,1877;
EPI_ISL_625971;2073,2075;
EPI_ISL_625974;2076,2078;54,140;110,54;
EPI_ISL_569348;1323,1033;1033,1325;
EPI_ISL_625975;451,452;452,455;
EPI_ISL_443946;437,440;435,437;
EPI_ISL_625980;2076,2078;
EPI_ISL_443950;437,440;435,437;
EPI_ISL_511214;437,440;435,437;
EPI_ISL_625982;1988,1848;1848,1860;
EPI_ISL_511215;437,440;435,437;
EPI_ISL_569362;2090,1865;1865,1866;
EPI_ISL_443960;437,440;435,437;
EPI_ISL_625988;1905,2082;2080,1905;
EPI_ISL_625989;451,452;452,455;
EPI_ISL_443963;437,440;435,437;
EPI_ISL_443964;437,440;435,437;
EPI_ISL_625991;507,566;564,507;
EPI_ISL_511232;437,440;435,437;
EPI_ISL_625996;1173,980;980,1175;
EPI_ISL_511234;435,437;437,440;679,1300;1298,679;
EPI_ISL_511235;437,440;435,437;
EPI_ISL_443974;437,440;435,437;
EPI_ISL_511236;437,440;435,437;
EPI_ISL_443976;1615,1599;2094,1990;1990,2096;435,437;1599,1602;437,440;
EPI_ISL_626001;1988,1848;1848,1860;
EPI_ISL_511239;437,440;435,437;
EPI_ISL_626002;1173,980;980,1175;
EPI_ISL_443978;162,85;85,164;
EPI_ISL_443979;437,440;435,437;
EPI_ISL_443980;2038,1836;1836,2040;
EPI_ISL_443981;437,440;435,437;
EPI_ISL_443983;869,1263;1261,869;
EPI_ISL_511244;437,440;435,437;
EPI_ISL_626006;1173,980;980,1175;
EPI_ISL_443984;437,440;435,437;
EPI_ISL_511245;437,440;435,437;
EPI_ISL_511246;1988,1848;1848,1860;
EPI_ISL_626008;541,459;459,543;
EPI_ISL_443990;437,440;435,437;
EPI_ISL_511251;893,1305;1304,893;
EPI_ISL_511252;437,440;435,437;
EPI_ISL_511253;437,440;435,437;
EPI_ISL_511255;437,440;435,437;
EPI_ISL_443996;437,440;435,437;
EPI_ISL_511256;437,440;435,437;
EPI_ISL_443997;437,440;435,437;
EPI_ISL_444002;437,440;435,437;
EPI_ISL_444004;437,440;435,437;
EPI_ISL_511268;522,574;572,522;
EPI_ISL_569403;1041,1143;1141,1041;
EPI_ISL_626028;1988,1848;1848,1860;
EPI_ISL_444018;437,440;435,437;
EPI_ISL_444021;437,440;435,437;
EPI_ISL_626035;1257,940;940,1259;
EPI_ISL_569417;1152,594;594,1154;
EPI_ISL_626039;1173,980;980,1175;
EPI_ISL_626042;1173,980;980,1175;
EPI_ISL_626048;144,75;75,146;2012,2089;2087,2012;
EPI_ISL_626051;144,75;75,146;2012,2089;2087,2012;
EPI_ISL_626053;1877,2062;2060,1877;
EPI_ISL_444054;274,244;244,276;
EPI_ISL_511316;1988,1848;1848,1860;
EPI_ISL_626064;1766,1768;1764,1766;
EPI_ISL_569447;1985,2091;2031,1985;
EPI_ISL_569448;1866,1943;1943,2093;
EPI_ISL_626067;1237,719;232,294;1488,1501;292,232;1499,1488;719,1239;
EPI_ISL_626073;581,474;474,583;
EPI_ISL_626074;1988,1848;1848,1860;
EPI_ISL_511331;1156,889;889,1069;
EPI_ISL_626076;1173,980;980,1175;
EPI_ISL_444079;437,440;435,437;
EPI_ISL_444080;437,440;435,437;
EPI_ISL_511333;437,440;435,437;
EPI_ISL_511334;437,440;435,437;
EPI_ISL_626081;889,1069;1156,889;327,362;360,327;1943,2093;1866,1943;
EPI_ISL_626082;1869,1870;1870,2074;
EPI_ISL_444086;437,440;435,437;
EPI_ISL_626085;1877,2062;2060,1877;
EPI_ISL_569470;1847,2031;2088,1847;1526,1551;1549,1526;
EPI_ISL_626087;889,1069;1156,889;327,362;360,327;1943,2093;1866,1943;
EPI_ISL_626088;1173,980;980,1175;
EPI_ISL_626089;1905,2082;2080,1905;
EPI_ISL_444098;1690,1670;1670,1665;
EPI_ISL_569477;1323,1033;1033,1325;
EPI_ISL_569478;1123,982;982,1125;
EPI_ISL_444102;437,440;435,437;
EPI_ISL_444103;437,440;435,437;
EPI_ISL_626097;1173,980;980,1175;
EPI_ISL_511355;437,440;435,437;
EPI_ISL_626100;1173,980;980,1175;
EPI_ISL_511357;1847,2031;2088,1847;
EPI_ISL_626101;1843,2089;2087,1843;
EPI_ISL_444112;437,440;435,437;
EPI_ISL_511361;437,440;435,437;
EPI_ISL_444117;1607,1588;1588,1609;
EPI_ISL_444119;1187,770;770,1189;
EPI_ISL_626107;1988,1848;1848,1860;
EPI_ISL_511368;437,440;435,437;
EPI_ISL_626110;1173,980;980,1175;
EPI_ISL_626111;1159,714;714,1161;
EPI_ISL_444125;1340,804;804,1342;
EPI_ISL_511371;1927,2031;2088,1927;
EPI_ISL_626113;144,75;75,146;2012,2089;2087,2012;
EPI_ISL_511374;1988,1848;1848,1860;
EPI_ISL_569502;773,614;614,1334;
EPI_ISL_626117;721,1309;1307,721;
EPI_ISL_569504;1526,1551;1549,1526;
EPI_ISL_511378;211,322;320,211;
EPI_ISL_511379;1512,1541;1539,1512;
EPI_ISL_444134;1923,1999;1860,1923;
EPI_ISL_444135;1187,770;770,1189;
EPI_ISL_626122;889,1069;1156,889;327,362;360,327;1943,2093;1866,1943;
EPI_ISL_569509;1528,1546;1544,1528;
EPI_ISL_626124;144,75;75,146;2012,2089;2087,2012;
EPI_ISL_444141;1187,770;770,1189;
EPI_ISL_444146;1187,770;770,1189;
EPI_ISL_444147;1187,770;770,1189;
EPI_ISL_511396;2055,1893;1893,2057;
EPI_ISL_626133;1173,980;980,1175;
EPI_ISL_444153;437,440;435,437;
EPI_ISL_626134;1173,980;980,1175;
EPI_ISL_626137;1852,2049;2047,1852;
EPI_ISL_626138;721,1309;1307,721;
EPI_ISL_626144;1902,1841;1841,1982;
EPI_ISL_444172;150,83;83,152;
EPI_ISL_444173;150,83;83,152;
EPI_ISL_626149;541,459;459,543;
EPI_ISL_444174;1191,969;969,1193;
EPI_ISL_626150;1123,982;982,1125;
EPI_ISL_626155;244,276;1173,980;980,1175;274,244;
EPI_ISL_626158;1902,1841;1841,1982;
EPI_ISL_626159;1173,980;980,1175;
EPI_ISL_626160;2012,2089;2087,2012;
EPI_ISL_444191;437,440;435,437;
EPI_ISL_444192;1187,770;770,1189;
EPI_ISL_626166;146,74;74,148;
EPI_ISL_444200;437,440;435,437;
EPI_ISL_626172;1263,689;689,1265;
EPI_ISL_444202;1565,1567;1567,1569;
EPI_ISL_511442;1927,2031;2088,1927;
EPI_ISL_626173;1173,980;980,1175;
EPI_ISL_626175;1173,980;980,1175;
EPI_ISL_511446;2076,2078;
EPI_ISL_444208;2034,1978;1978,2036;
EPI_ISL_511448;2076,2078;
EPI_ISL_511453;1927,2031;2088,1927;
EPI_ISL_444215;306,193;437,440;193,308;435,437;
EPI_ISL_569574;1323,1033;1033,1325;
EPI_ISL_444220;1826,1830;1825,1826;
EPI_ISL_444230;437,440;435,437;
EPI_ISL_626191;1173,980;980,1175;
EPI_ISL_511468;437,440;435,437;
EPI_ISL_626193;144,75;75,146;2012,2089;2087,2012;
EPI_ISL_569592;1916,2060;2058,1916;
EPI_ISL_444244;437,440;435,437;
EPI_ISL_626202;1877,2062;2060,1877;
EPI_ISL_444247;1948,2037;2035,1948;
EPI_ISL_444248;1988,1848;1848,1860;
EPI_ISL_569599;1866,1943;1943,2093;
EPI_ISL_569600;963,1233;241,298;1231,963;216,241;
EPI_ISL_511486;1323,1033;1033,1325;437,440;435,437;
EPI_ISL_626206;1640,1642;1642,1646;
EPI_ISL_626208;1766,1768;1764,1766;
EPI_ISL_511490;188,314;312,188;
EPI_ISL_511491;437,440;435,437;
EPI_ISL_444262;1187,770;770,1189;
EPI_ISL_569612;2070,1837;1837,2072;
EPI_ISL_569613;2070,1837;1837,2072;
EPI_ISL_444268;437,440;435,437;
EPI_ISL_569614;870,1133;1131,870;
EPI_ISL_511507;1123,982;982,1125;
EPI_ISL_569618;1533,1539;1504,1533;
EPI_ISL_444274;1927,2031;2088,1927;
EPI_ISL_511508;437,440;435,437;
EPI_ISL_569619;1533,1539;1504,1533;
EPI_ISL_569622;1917,1866;2090,1917;
EPI_ISL_511511;437,440;435,437;
EPI_ISL_569624;2045,2022;2022,2047;
EPI_ISL_569626;1965,2064;2062,1965;
EPI_ISL_626228;155,88;88,157;
EPI_ISL_569629;1999,1845;1923,1999;1860,1923;1845,1961;
EPI_ISL_626231;129,11;298,257;257,300;11,131;
EPI_ISL_569631;667,1276;359,333;333,361;
EPI_ISL_626232;1760,1764;1759,1760;
EPI_ISL_511520;2041,1921;437,440;435,437;1921,2043;
EPI_ISL_626233;129,11;11,131;
EPI_ISL_626234;129,11;11,131;
EPI_ISL_626236;1610,1587;667,668;668,1252;1587,1611;
EPI_ISL_511525;437,440;435,437;
EPI_ISL_626242;643,1230;1228,643;
EPI_ISL_569642;1965,2064;2062,1965;
EPI_ISL_569643;1965,2064;2062,1965;
EPI_ISL_511532;1988,1848;1848,1860;
EPI_ISL_626247;667,668;668,1252;
